id,english,twi,source
24864,The capital of Ghana is Accra.,,crowdsourced
24865,I've graduated from university,,crowdsourced
24866,Yaw Obeng is a cheat.,,crowdsourced
24867,Schooling is necessary for children's education.,,crowdsourced
24868,He who is down fears no fall,,crowdsourced
24869,Empty barrel makes the most sound,,crowdsourced
24870,As a man thinks so he is,,crowdsourced
24871,We have a name to protect,,crowdsourced
24872,What work do you do?,,crowdsourced
24873,John said to them,,crowdsourced
24874,I am ashamed,,crowdsourced
24875,feel free and go ahead,,crowdsourced
24876,you don't respect,,crowdsourced
24877,My sympathies to you,,crowdsourced
24878,This child is wise.,,crowdsourced
24879,I was born on Saturday,,crowdsourced
24880,Switch on the light.,,crowdsourced
24881,Where do you stay?,,crowdsourced
24882,There is no way,,crowdsourced
24883,Let's play a game,,crowdsourced
24884,"i am fine, thank you",,crowdsourced
24885,"no, thank you",,crowdsourced
24886,i am just visiting,,crowdsourced
24887,you must be tired,,crowdsourced
24888,Call me your Dad.,,crowdsourced
24889,where are you from?,,crowdsourced
24890,i'm here on business,,crowdsourced
24891,where do you work?,,crowdsourced
24892,lets go and eat,,crowdsourced
24893,where are we going?,,crowdsourced
24894,i am looking for you,,crowdsourced
24895,i miss you,,crowdsourced
24896,give me 10 cedis,,crowdsourced
24897,"i will take it, thanks",,crowdsourced
24898,"you have really helped me, thank you",,crowdsourced
24899,I have no idea,,crowdsourced
24900,Is there a bridge on it ?,,crowdsourced
24901,"Not conversant with Twi, I wrote fante.",,crowdsourced
24902,The world is becoming scary.,,crowdsourced
24903,The Lord is my shepherd,,crowdsourced
24904,I’m craving for Rice,,crowdsourced
24905,Education is good,,crowdsourced
24906,God is king.,,crowdsourced
24907,I am okay,,crowdsourced
24908,I will tell my friends about this platform,,crowdsourced
24909,Call your dad for me because it getting late,,crowdsourced
24910,What items are you travelling with?,,crowdsourced
24911,All days are not equal,,crowdsourced
24912,Tomorrow is another day,,crowdsourced
24913,I will see you soon,,crowdsourced
24914,Where do you come from?,,crowdsourced
24915,Do you like me?,,crowdsourced
24916,And they sent the students,,crowdsourced
24917,I have received it,,crowdsourced
24918,nobody is above anyone,,crowdsourced
24919,you have the face of a goat,,crowdsourced
24920,I am doing very well,,crowdsourced
24921,my love for you will never die,,crowdsourced
24922,I’m feeling sleepy,,crowdsourced
24923,Kofi is a womanizer.,,crowdsourced
24924,My father is a trader,,crowdsourced
24925,Kwame is a male Saturday born,,crowdsourced
24926,Thank you for this opportunity.,,crowdsourced
24927,how is the family,,crowdsourced
24928,how was your journey?,,crowdsourced
24929,i'm from Ghana,,crowdsourced
24930,i work at the ministries,,crowdsourced
24931,let's go to the market,,crowdsourced
24932,where are you going?,,crowdsourced
24933,i hate you,,crowdsourced
24934,"it's too expensive, i can offer 5 cedis",,crowdsourced
24935,thank you too,,crowdsourced
24936,turn the air-conditioner on,,crowdsourced
24937,I am a pastor,,crowdsourced
24938,We are heading to our next destination,,crowdsourced
24939,In thy light we see light.,,crowdsourced
24940,how much will you charge?,,crowdsourced
24941,okay please bring,,crowdsourced
24942,i wish to offer,,crowdsourced
24943,i cannot pay that much,,crowdsourced
24944,what will be the fare,,crowdsourced
24945,I am from Ghana,,crowdsourced
24946,Come here now,,crowdsourced
24947,Is it time to eat?,,crowdsourced
24948,I'm looking for a bag for my wife.,,crowdsourced
24949,What's your older sister's name?,,crowdsourced
24950,I have no idea where Asamoah is now.,,crowdsourced
24951,Kwaku is a hero.,,crowdsourced
24952,I need an extra pillow.,,crowdsourced
24953,Do you have an umbrella that I could borrow?,,crowdsourced
24954,Nothing like that will happen again.,,crowdsourced
24955,I am looking forward to receiving your favorable answer.,,crowdsourced
24956,I don't want anybody to get hurt.,,crowdsourced
24957,His father always comes home late.,,crowdsourced
24958,I don't think it'll rain this afternoon.,,crowdsourced
24959,Tell me a little about yourself.,,crowdsourced
24960,I lost my job on Monday.,,crowdsourced
24961,I've been asked to help you.,,crowdsourced
24962,He grew up in a small town.,,crowdsourced
24963,It costs too much.,,crowdsourced
24964,You're too tall.,,crowdsourced
24965,She is trying to lose weight.,,crowdsourced
24966,Have you been told when to come?,,crowdsourced
24967,I have a week to do my homework.,,crowdsourced
24968,All these devices are unreliable.,,crowdsourced
24969,Kwaku didn't look happy to see me.,,crowdsourced
24970,They just want an excuse to fire you.,,crowdsourced
24971,"Frankly speaking, I don't agree with you.",,crowdsourced
24972,Kwaku eats like a pig.,,crowdsourced
24973,He is a man of noble birth.,,crowdsourced
24974,You aren't allowed to go into that room.,,crowdsourced
24975,Kwaku said that he was feeling tired.,,crowdsourced
24976,Kwaku and Abena bought a house in Boston last year.,,crowdsourced
24977,The scar on his cheek hardly shows now.,,crowdsourced
24978,She stood on her head.,,crowdsourced
24979,They're coming for us.,,crowdsourced
24980,I thought it was a mistake to tell Kwaku the secret.,,crowdsourced
24981,The newspaper said that a typhoon was approaching.,,crowdsourced
24982,I want to see Kwaku now.,,crowdsourced
24983,Kwaku will be here on Monday.,,crowdsourced
24984,They started kissing each other.,,crowdsourced
24985,Kwaku is the person who helped Abena.,,crowdsourced
24986,Tell her that I know who she is.,,crowdsourced
24987,You are home late.,,crowdsourced
24988,He felt a sudden urge to write a novel.,,crowdsourced
24989,I thought Kwaku needed help.,,crowdsourced
24990,I will come with you.,,crowdsourced
24991,"At 10 o'clock yesterday, there were hundreds of people outside.",,crowdsourced
24992,Thank you for clearing up the misunderstanding.,,crowdsourced
24993,Some people think eating at home is better for you than eating out.,,crowdsourced
24994,He likes cooking for his family.,,crowdsourced
24995,Give me a hint.,,crowdsourced
24996,It isn't much of a car.,,crowdsourced
24997,The dog's collar is red.,,crowdsourced
24998,I often listen to sad songs.,,crowdsourced
24999,What am I gonna tell Kwaku?,,crowdsourced
25000,Yes. You're absolutely right.,,crowdsourced
25001,Kwaku doesn't know about those kinds of things.,,crowdsourced
25002,Kwaku decided to drop out of school and work full-time.,,crowdsourced
25003,I'll call for you at 8 tomorrow morning.,,crowdsourced
25004,That's what people say.,,crowdsourced
25005,"I like swimming, but I don't like to swim here.",,crowdsourced
25006,Choose any one from among these.,,crowdsourced
25007,Why should I believe that?,,crowdsourced
25008,We are sorry we are unable to accept your request.,,crowdsourced
25009,Do you really love me?,,crowdsourced
25010,Don't risk your neck over something foolish.,,crowdsourced
25011,What time do you want me to pick you up?,,crowdsourced
25012,Would you like some chocolate ice cream?,,crowdsourced
25013,I'm never going to get married.,,crowdsourced
25014,Kwaku's grandfather and Abena's grandfather fought together in World War II.,,crowdsourced
25015,Kwaku can't ski.,,crowdsourced
25016,He has a Japanese car.,,crowdsourced
25017,I did this for you.,,crowdsourced
25018,Kwaku doesn't want to get involved.,,crowdsourced
25019,I heard a dog barking in the distance.,,crowdsourced
25020,"My parents are English, but they came to Brazil in 2001.",,crowdsourced
25021,Kwaku is dreaming.,,crowdsourced
25022,Today is my sixteenth birthday.,,crowdsourced
25023,The noise gets on my nerves.,,crowdsourced
25024,"If you go anywhere, you had better tell your mother first.",,crowdsourced
25025,He carved a Buddhist image out of wood.,,crowdsourced
25026,Many foreign language students dream of speaking like a native.,,crowdsourced
25027,"She can play the violin, not to mention the piano.",,crowdsourced
25028,I don't know who to ask for advice.,,crowdsourced
25029,I like listening to NPR.,,crowdsourced
25030,His story amused everyone.,,crowdsourced
25031,They're walking without shoes.,,crowdsourced
25032,The newspaper had very good pictures.,,crowdsourced
25033,Kwaku doesn't want to go there.,,crowdsourced
25034,Kwaku checked his watch to see what time it was.,,crowdsourced
25035,They are demanding shorter working hours.,,crowdsourced
25036,I know where to hide.,,crowdsourced
25037,You can't give up.,,crowdsourced
25038,The stock reached its high point last July.,,crowdsourced
25039,These shoes are too small.,,crowdsourced
25040,I love GhanaNLP,,crowdsourced
25041,Ghana is a lovely place,,crowdsourced
25042,Lets do this together,,crowdsourced
25043,Let's take care of ourselves,,crowdsourced
25044,"Together , let's build the nation",,crowdsourced
25045,Are you coming today,,crowdsourced
25046,Add more data below and test it,,crowdsourced
25047,This is not a book.,,crowdsourced
25048,Is this a book?,,crowdsourced
25049,What is it?,,crowdsourced
25050,That is a pencil.,,crowdsourced
25051,That is not a pencil.,,crowdsourced
25052,The firemen battered down the door.,,crowdsourced
25053,Akosua is happier now.,,crowdsourced
25054,It's not a watch.,,crowdsourced
25055,Let's check the map.,,crowdsourced
25056,Did you notice any change?,,crowdsourced
